GameName,Id:76561198264996529
Counter-Strike: Global Offensive,22
Trove,1.3
Emily is Away,0.3
Escape,0.2

Recently Played
Counter-Strike: Global Offensive,0.1

Inventory,Groups,Friends,Wishlist
?,1,5,0
