GameName,Id:76561198264981189
Dota 2,2151
Counter-Strike: Global Offensive,314
Descenders,151
Rust,79
For Honor,67
Euro Truck Simulator 2,41
Dying Light,17.3
The Forest,15.7
PAYDAY 2,12.6
Evolve Stage 2,10.6
Last Man Standing,8.2
Left 4 Dead 2,2.5
High Octane Drift,2.2
DiRT 3 Complete Edition,1.5
Free to Play,1.2
WARMODE,1.0
Z1 Battle Royale,0.8
Brawlhalla,0.6
Unturned,0.4
Fuse,0.3
Dota 2 Player Profiles,0.2
Steep Open Beta,0.2

Recently Played
Dota 2,1.5
Counter-Strike: Global Offensive,1.2
Descenders,0.1

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
6,17,?,33,1,73,0
