GameName,Id:76561198265108512
Dota 2,1251
Counter-Strike: Global Offensive,929
Trove,44
Rust,2.1
Dota Underlords,0.4

Recently Played
Dota 2,21.6
Counter-Strike: Global Offensive,3.5

Badges,Games,Inventory,Artwork,Friends,Wishlist
6,3,?,3,17,0
