GameName,Id:76561198265043662
Total War: THREE KINGDOMS,315
Amazing Cultivation Simulator,221
Football Manager 2020,215
Football Manager 2017,131
DRAGON BALL Z: KAKAROT,126
Stardew Valley,109
Sid Meier's Civilization VI,100
Grand Theft Auto V,85
My Time At Portia,83
RimWorld,74
Far Cry 4,60
Jurassic World Evolution,39
Chinese Parents,38
Far Cry Primal,26
STAR WARS Jedi: Fallen Order¢â ,24
This War of Mine,21
Sniper Elite 4,19.6
Company of Heroes ,18.5
Arma 3,11.3
Frostpunk,10.4
PLAYERUNKNOWN'S BATTLEGROUNDS,3.4
Left 4 Dead 2,1.6
Far Cry 5,1.0
Watch_Dogs 2,1.0
DRAGON BALL XENOVERSE 2,0.2
Richman10,0.2
Prison Architect,0.2

Recently Played
My Time At Portia,82.6
RimWorld,0.4

Badges,Games,Inventory,Friends,Wishlist
3,38,?,2,27
