GameName,Id:76561198252321416
Counter-Strike: Global Offensive,1192
Unturned,84
Robocraft,12.3
WT2,11.6
Dota 2,6.9
Tank Force,6.1
World of Tanks Blitz,2.1
Codename CURE,1.8
Batman¢â: Arkham Origins,1.7
ESEA,1.1
Metro Conflict: The Origin,0.7
Enclave,0.5
Team Fortress 2,0.4
Batman: Arkham Asylum GOTY Edition,0.4
CS2D,0.3
S.K.I.L.L. - Special Force 2,0.3
The Parallax Effect,0.2

Badges,Games,Inventory,Groups,Friends,Wishlist
4,9,?,1,67,0
