GameName,Id:76561198252324008
No Man's Sky,32
PLAYERUNKNOWN'S BATTLEGROUNDS,17.5
Terraria,16.2
Dying Light,11.9
Total War: SHOGUN 2,11.3
Wallpaper Engine,11.1
Human: Fall Flat,8.0
Grand Theft Auto V,6.8
60 Seconds! Reatomized,6.5
Hollow Knight,5.4
Tom Clancy's Rainbow Six Siege,4.0
DEATH STRANDING,3.9
Left 4 Dead 2,3.6
Ori and the Blind Forest,3.2
Rise of the Tomb Raider,2.8
Red Dead Redemption 2,2.2
Resident Evil 2,2.2
Ori and the Will of the Wisps,2.0
Fall Guys: Ultimate Knockout,1.7
Dota 2,1.6
Outer Wilds,1.4
60 Parsecs!,1.4
Untitled Goose Game,1.4
Counter-Strike: Global Offensive,1.0
Stellaris,0.5
STAR WARS Jedi: Fallen Order¢â ,0.4

Recently Played

Badges,Games,Inventory,Friends,Wishlist
2,30,?,3,0
