GameName,Id:76561198264950361
Counter-Strike: Global Offensive,1300
ARK: Survival Evolved,212
Easy eSports,32
Path of Exile,4.0
Quake Champions,1.8

Recently Played
Counter-Strike: Global Offensive,65.4

Badges,Games,Inventory,Reviews,Groups,Friends,Wishlist
3,3,?,1,2,117,1
