GameName,Id:76561198265033695
Counter-Strike: Global Offensive,373
Garry's Mod,118
Geometry Dash,73
The Binding of Isaac: Rebirth,56
Terraria,46
Enter the Gungeon,38
Trove,31
Undertale,25
Half-Life 2,18.5
Team Fortress 2,16.8
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,13.4
Half-Life 2: Episode One,7.6
Just Shapes & Beats,7.0
Realm of the Mad God Exalt,5.5
Warframe,4.7
Half-Life 2: Episode Two,4.6
CreativeDestruction,4.4
Hollow Knight,4.4
tModLoader,3.8
Brawlhalla,2.8
Cell to Singularity - Evolution Never Ends,2.3
Paladins,1.5
Rake,0.9
Dragon Saga,0.7
Z1 Battle Royale,0.6
Worm.is: The Game,0.5
Warspear Online,0.5
Counter-Strike: Source,0.4
Swarm Simulator: Evolution,0.4
Synergy,0.3
Dirty Bomb,0.3
Heavy Metal Machines,0.2
Quaver,0.2
Dude Simulator 3,0.1
McOsu,0.1

Recently Played

Badges,Games,Inventory,Groups,Friends,Wishlist
3,22,?,4,16,0
