GameName,Id:76561198265003345
DARK,37
Dishonored,27
Warframe,25
King¡¯s Bounty: Legions,13.1
Metro: Last Light,12.5
War Inc. Battlezone,3.5
Dota 2,0.8
Nosgoth,0.4

Games,Inventory,Friends,Wishlist
3,?,1,0
