GameName,Id:76561198252525748
Trove,56
PlanetSide 2,55
Spore,50
Unturned,24
Slime Rancher,20
Robocraft,19.1
Creativerse,8.3
Minecraft: Story Mode - A Telltale Games Series,4.9
Time Clickers,4.3
Age of Conquest IV,4.1
Among Us,3.4
Yomi,2.7
Spore: Galactic Adventures,2.5
Portal,2.2
Portal 2,2.2
ARK: Survival Of The Fittest,1.6
Bloons TD Battles,1.5
Codename CURE,0.8
Unfortunate Spacemen,0.7
ARK: Survival Evolved,0.4

Recently Played
Among Us,3.4

Badges,Games,Inventory,Groups,Friends,Wishlist
3,15,?,1,9,3
