GameName,Id:76561198262500261
ARK: Survival Evolved,385
Counter-Strike: Global Offensive,150
Supreme Commander: Forged Alliance,67
Grand Theft Auto V,66
Yu-Gi-Oh! Duel Links,63
Supreme Commander 2,54
PLAYERUNKNOWN'S BATTLEGROUNDS,43
Hearts of Iron IV,39
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,25
Just Cause 3,17.0
The Forest,15.5
Far Cry¢ç 3,14.2
ARK: Survival Of The Fittest,8.6
Robocraft,8.2
Call of Duty: Black Ops III,7.9
Paladins,7.2
Terraria,4.0
Dota 2,2.6
UNO,2.0
Cuisine Royale,1.9
Among Us,1.3
Unturned,1.1
Brawlhalla,0.6
Supreme Commander,0.1

Recently Played
Among Us,1.3
Supreme Commander 2,3.2

Badges,Games,Inventory,Groups,Friends,Wishlist
3,21,?,1,26,0
