GameName,Id:76561198262500174
Counter-Strike: Global Offensive,1355
Unturned,50
Dota 2,41
Garry's Mod,21
Trove,10.0
Creativerse,1.1
Source Filmmaker,0.5
Realm Royale,0.2

Recently Played
Counter-Strike: Global Offensive,0.2

Badges,Games,Inventory,Groups,Friends,Wishlist
3,3,?,10,72,1
