GameName,Id:76561198252527438
Counter-Strike: Global Offensive,295
Grand Theft Auto IV: The Complete Edition,56
Euro Truck Simulator 2,37
Black Squad,22
Insurgency,22
Sniper: Ghost Warrior,16.2
Team Fortress 2,6.9
PAYDAY 2,5.1
Sniper Ghost Warrior 2,2.6
Rust,2.0
Paladins,0.6

Badges,Games,Inventory,Friends,Wishlist
5,13,?,22,0
