GameName,Id:76561198252551488
Dota 2,2367
Counter-Strike: Global Offensive,812
NBA 2K20,70
Dota Underlords,66
Trove,14.0
Among Us,13.2
Paladins,5.0
Morphopolis,3.2
Revolution Ace,3.2
12 Labours of Hercules II: The Cretan Bull,2.8
Dota 2 Test,2.8
The Hat Man: Shadow Ward,2.5
WildStar,0.1

Recently Played
Counter-Strike: Global Offensive,0.7
Dota 2,9.0

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
9,13,?,5,1,8,88,0
