GameName,Id:76561198265002607
Grand Theft Auto V,266
Blitzkrieg 3,100
Stronghold Crusader 2,54
Cities: Skylines,49
Age of Empires III: Definitive Edition,39
Grand Theft Auto IV: The Complete Edition,25
Call of Duty: WWII - Multiplayer,24
L.A. Noire,17.4
Company of Heroes 2,12.0
Sudden Strike 4,11.6
Day of Infamy,10.2
Blitzkrieg 2 Anthology,7.3
LEGO¢ç Jurassic World,2.8
Unreal Tournament 3: Black Edition,2.7
Return to Castle Wolfenstein,2.1
Unreal Tournament: Game of the Year Edition,1.9
Train Simulator,1.3
Hell Let Loose,1.2
Wolfenstein: The New Order,1.1
Acan's Call: Act 1,0.7
Max Payne 2: The Fall of Max Payne,0.5
Unreal Tournament 2004,0.5
Blitzkrieg Anthology,0.5
Kao the Kangaroo: Round 2,0.4
DOOM,0.4
Verdun,0.3
Skeet: VR Target Shooting,0.3
Call of Duty: WWII,0.3
Earth 2150: The Moon Project,0.3
F1 2015,0.3
Spec Ops: The Line,0.3
Pinball FX3,0.2
The VR Museum of Fine Art,0.2
Unreal II: The Awakening,0.1
Quake II RTX,0.1
Spell Fighter VR,0.1

Recently Played
Call of Duty: WWII - Multiplayer,1.8
Age of Empires III: Definitive Edition,0.1

Badges,Games,Inventory,Friends,Wishlist
2,41,?,4,4
