GameName,Id:76561198265081012
Counter-Strike: Global Offensive,1473
Euro Truck Simulator 2,896
Garry's Mod,318
PAYDAY 2,108
Unturned,71
Left 4 Dead 2,57
DiRT 3 Complete Edition,49
GRID 2,37
American Truck Simulator,33
Terraria,20
For Honor,18.6
Hand Simulator,14.1
Team Fortress 2,13.2
Business Tour - Online Multiplayer Board Game,9.0
Metro 2033,8.7
Saints Row 2,8.6
DiRT Rally,7.9
Easy eSports,7.8
Blood and Bacon,3.9
Mortal Kombat X,3.8
Aim Lab,3.6
F1 2015,3.5
Insurgency,3.5
Chivalry: Medieval Warfare,2.0
Ring of Elysium,1.6
No More Room in Hell,1.1
Kao the Kangaroo: Round 2,0.8
Company of Heroes 2,0.3
Luna Sky,0.2
Dota 2,0.1
The Dweller,0.1

Recently Played
Euro Truck Simulator 2,58.6
Soundpad Demo,4.6
Counter-Strike: Global Offensive,0.8

Badges,Games,Inventory,Groups,Friends,Wishlist
18,33,?,2,31,0
