GameName,Id:76561198265069129
Counter-Strike: Global Offensive,1781
SMITE,108
Dota 2,63
Sea of Thieves,26
Battlerite Royale,25
Warface,14.9
CRSED,13.7
Paladins,7.9
Warframe,6.7
Battlerite,3.9
Realm Royale,3.2
Pandemic Express - Zombie Escape,2.3
Apex Legends,2.3
Crucible,1.4
Eternal Return: Black Survival,1.2
Call of Duty: Modern Warfare 2 - Multiplayer,0.8
Ghostrunner Demo,0.4

Recently Played
Realm Royale,0.5
Counter-Strike: Global Offensive,23.5
Dota 2,3.1
Albion Online,0.1
Sea of Thieves,26.1
Battlerite Royale,1.0

ProfileProfile AwardsAwards,Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
4,7,19,?,3,1,4,43,0
