GameName,Id:76561198252556732
Counter-Strike: Global Offensive,298
Cyber Hunter,26
Don't Starve,7.0
Warframe,1.7
Counter-Strike,0.4
Counter-Strike: Source,0.3

Recently Played
Counter-Strike: Global Offensive,37.4

Badges,Games,Inventory,Screenshots,Videos,Reviews,Groups,Friends,Wishlist
7,7,?,1,1,1,3,23,0
