GameName,Id:76561198265102146
Paladins,78
Team Fortress 2,26
Grand Theft Auto V,22
Unturned,19.3
Warface,16.1
Among Us,13.2
Block N Load,7.9
Heroes & Generals,4.2
Counter-Strike: Global Offensive,4.0
FreeStyle 2: Street Basketball,2.5
PAYDAY 2,2.5
BrainBread 2,2.1
UNO,1.9
Gigantic,1.3
Neverwinter,0.9
Warframe,0.1
Paladins - Public Test,0.1

Recently Played
BrainBread 2,0.7

Badges,Games,Inventory,Groups,Friends,Wishlist
3,7,?,3,4,10
