GameName,Id:76561198264965446
Counter-Strike: Global Offensive,1391
Hurtworld,1082
theHunter: Call of the Wild¢â,98
Shakes and Fidget,49
Slime Rancher,24
theHunter Classic,15.2
Grand Theft Auto V,9.9
Easy eSports,8.8
Business Tour - Online Multiplayer Board Game,7.8
Garry's Mod,5.2
Raft,3.3
Team Fortress 2,1.0
BLOCKADE 3D,0.3
DiRT Showdown,0.1

Recently Played
theHunter: Call of the Wild¢â,20.6
Counter-Strike: Global Offensive,0.0

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
7,12,?,12,1,1,6,0
