GameName,Id:76561198264965299
Dota 2,4189
Grand Theft Auto V,230
Counter-Strike: Global Offensive,205
Terraria,129
ARK: Survival Evolved,76
Arma 3,31
7 Days to Die,28
Starbound,26
Sleeping Dogs: Definitive Edition,19.5
The Wild Eight,15.9
Just Cause 3,14.3
Crusader Kings II,12.3
Don't Starve Together,12.1
Project Zomboid,11.4
Stick Fight: The Game,11.2
For Honor,10.3
Fishing Planet,5.9
War Thunder,5.3
Super Meat Boy,4.3
The Witcher: Enhanced Edition,4.1
We Were Here,4.0
Apex Legends,3.7
Dishonored RHCP,3.0
DiRT Rally,2.8
Magicka 2,2.8
We Were Here Too,2.5
MudRunner,2.4
Unturned,1.7
Z1 Battle Royale,1.2
Infestation: The New Z,0.9
Team Fortress 2,0.8
Dota Underlords,0.7
Cuisine Royale,0.6
A Story About My Uncle,0.5
Squirbs,0.5
Fistful of Frags,0.4
Rampage Knights,0.4
10 Second Ninja X,0.3
Airscape: The Fall of Gravity,0.3

Recently Played
Apex Legends,3.7
Dota 2,3.1
Portal 2,1.5

Badges,Games,Inventory,Screenshots,Videos,Guides,Groups,Friends,Wishlist
13,35,?,19,1,3,2,50,8
