GameName,Id:76561198265021139
Sid Meier's Civilization VI,494
DARK SOULS¢â III,346
Assassin's Creed Odyssey,331
PLAYERUNKNOWN'S BATTLEGROUNDS,252
The Witcher 3: Wild Hunt,246
TEKKEN 7,205
Wallpaper Engine,158
Divinity: Original Sin 2,139
Artifact,88
Street Fighter V,73
Don't Starve Together,66
Dota 2,62
Kingdom Come: Deliverance,59
Sekiro¢â: Shadows Die Twice,58
Ori and the Blind Forest: Definitive Edition,47
Besiege,34
Ori and the Will of the Wisps,31
Oxygen Not Included,18.5
Ori and the Blind Forest,16.6
Rocket League,14.2
Grand Theft Auto V,11.7
The Binding of Isaac,10.6
SMITE,10.0
Left 4 Dead 2,10.0
Castle Crashers,8.4
Portal 2,7.5
PAYDAY 2,7.0
Cyberpunk 2077,6.9
This War of Mine,6.2
Cuphead,5.9
MORDHAU,4.7
Factorio,3.7
Life is Strange¢â,2.8
Prison Architect,2.5
Portal,2.2
Chinese Parents,1.8
Deceit,1.7
Satisfactory,1.4
BioShock Infinite,1.3
HITMAN¢â,1.1
One Finger Death Punch,1.1
Kingdom: Classic,1.0
Iron Snout,0.6
Doki Doki Literature Club,0.4
BioShock 2,0.3
VRChat,0.3
DiRT Rally 2.0,0.2
Katana ZERO,0.1

Recently Played
Cyberpunk 2077,6.9
TEKKEN 7,14.3

Badges,Games,Inventory,Friends,Wishlist
7,58,?,12,93
