GameName,Id:76561198252406698
DayZ,1621
Counter-Strike: Global Offensive,388
Dota 2,101
Euro Truck Simulator 2,61
Counter-Strike,19.2
World of Tanks Blitz,6.2
Unturned,4.8
Warframe,0.4
VRChat,0.2

Recently Played
DayZ,12.2
Warframe,0.4
PC Gamer,0.0
Source Filmmaker,0.0
Unreal Development Kit,0.0
Unturned,0.0
Lambda Wars Beta,0.0
Just Cause 2: Multiplayer Mod,0.0
Fistful of Frags,0.0
Eternal Silence,0.0
Estranged: Act I,0.0
Dota 2,0.0
Team Fortress 2,0.0
Euro Truck Simulator 2,0.0

Badges,Games,Inventory,Screenshots,Videos,Reviews,Groups,Friends,Wishlist
15,7,?,2,1,2,2,45,8
