GameName,Id:76561198252406506
PLAYERUNKNOWN'S BATTLEGROUNDS,961
Dota 2,109
Don't Starve Together,56
Grand Theft Auto V,54
隐形守护者 The Invisible Guardian,33
Battle Royale Trainer,15.6
Destiny 2,13.1
Tom Clancy's The Division,11.7
Human: Fall Flat,10.1
Counter-Strike: Global Offensive,6.6
Borderlands 2,5.7
Tom Clancy's Rainbow Six Siege,4.1
Fall Guys: Ultimate Knockout,3.2
Witch It,1.3
Aim Hero,0.4

Recently Played
Spacewar,0.5
PLAYERUNKNOWN'S BATTLEGROUNDS,2.6
Fall Guys: Ultimate Knockout,0.2

Badges,Games,Inventory,Reviews,Friends,Wishlist
3,21,?,2,42,0
