GameName,Id:76561198252414014
Counter-Strike: Global Offensive,153
Tom Clancy's Rainbow Six Siege,132
Just Cause 3,95
Stick Fight: The Game,65
ARK: Survival Evolved,40
Warface,37
The Witcher 3: Wild Hunt,25
War Thunder,24
Far Cry 5,23
Clone Drone in the Danger Zone,22
Titanfall® 2,19.8
Mortal Kombat X,17.9
Middle-earth™: Shadow of War™,17.6
DARK SOULS™ III,15.7
Bloons TD Battles,13.8
Totally Accurate Battle Simulator,13.6
Paladins,12.4
Yu-Gi-Oh! Duel Links,11.8
Robocraft,11.6
Road Redemption,10.9
Ultimate Chicken Horse,10.8
Human: Fall Flat,9.2
TowerFall Ascension,9.1
Dead Cells,8.7
Portal 2,8.6
Clustertruck,8.2
Batman™: Arkham Knight,7.8
Trailmakers,7.6
Undertale,7.5
SUPERHOT,7.4
No Time To Explain Remastered,7.0
MOTHERGUNSHIP,6.7
Hide and Shriek,6.6
Warframe,6.2
DOOM,6.0
60 Seconds! Reatomized,5.9
Sekiro™: Shadows Die Twice,5.8
PWI,4.8
KurtzPel,4.7
For Honor,4.6
Distance,4.4
Half-Life,4.4
theHunter: Call of the Wild™,3.6
Night Call,3.4
The Narrator is a DICK,3.2
Team Fortress 2,3.1
Verlet Swing,3.1
Mirror's Edge,3.1
The Binding of Isaac: Rebirth,3.0
Warhammer 40 000: Space Marine,3.0
PAYDAY 2,3.0
Jurassic World Evolution,3.0
Devil May Cry 5,2.7
Brawlhalla,2.7
SpeedRunners,2.6
Dude  Stop,2.6
Toribash,2.5
I Hate Running Backwards,2.5
Do Not Feed the Monkeys,2.4
Guacamelee! 2,2.4
Cuisine Royale,2.3
Superflight,2.2
SUPERHOT: MIND CONTROL DELETE,2.2
Call of Bitcoin,2.2
Yoku's Island Express,2.2
The Stanley Parable,2.1
Will Glow the Wisp,1.9
Drunken Wrestlers 2,1.9
Please  Don’t Touch Anything,1.9
Keep Talking and Nobody Explodes,1.8
Don't Starve Together,1.8
Okami HD,1.7
WIN THE GAME: DO IT!,1.6
Crazy Scientist,1.5
Underhero,1.5
Alien: Isolation,1.4
Lovers ' Smiles,1.3
Oh...Sir! The Insult Simulator,1.3
Scribblenauts Unlimited,1.2
Gravity Wars,1.2
Spooky's Jump Scare Mansion,1.2
Pathfinder: Kingmaker,1.2
Chocolate makes you happy 5,1.1
Injustice: Gods Among Us Ultimate Edition,1.1
Chocolate makes you happy 3,1.1
Barro,1.0
Owlboy,1.0
The LEGO® NINJAGO® Movie Video Game,0.9
Hello Neighbor,0.8
Aegis Defenders,0.8
Blade Symphony,0.8
Paddle Battle,0.7
Gods and Idols,0.6
Satellite Reign,0.6
Chocolate makes you happy 6,0.6
Just Cause™ 3: Multiplayer Mod,0.6
Chocolate makes you happy 4,0.6
Wargroove,0.6
Manual Samuel,0.5
Polyball,0.5
There is no game : Jam Edition 2015,0.5
Daemonical,0.4
Arkasha,0.4
Mega Man Legacy Collection,0.4
School Years,0.4
The Adventure Pals,0.4
Rising Storm 2: Vietnam,0.4
Snake Pass,0.4
Outer Wilds,0.3
UNI,0.3
F1 2015,0.3
Dota 2,0.3
Keyboard Killers,0.3
Khan VS Kahn,0.3
aMAZE Gears 2,0.3
Martian Law,0.3
The Life of One Dog,0.2
HITMAN™ 2,0.2
stein.world,0.2
Overstep,0.2
Bomber Barn,0.2
Drawful 2,0.2
SEGA Mega Drive & Genesis Classics,0.1
18+,0.1
ARK: Survival Of The Fittest,0.1

Recently Played
Hello Neighbor,0.8
Counter-Strike: Global Offensive,9.4
Totally Accurate Battle Simulator,0.0
Jurassic World Evolution,0.7
Tom Clancy's Rainbow Six Siege,9.4
DARK SOULS™ III,3.4
Far Cry 5,1.8
War Thunder,0.2
Wargroove,0.6
Undertale,0.1
Superflight,0.0
DOOM,0.2

Badges,Games,Inventory,Groups,Friends,Wishlist
11,142,?,6,14,45
