GameName,Id:76561198252413914
Shakes and Fidget,686
Counter-Strike: Global Offensive,44
Creativerse,35
Robocraft,32
Unturned,21
Wasted World,14.6
Soda Dungeon,3.7
SMITE,3.3
Path of Exile,0.6
Golden Rush,0.6
Orcs Must Die! Unchained,0.4
Elsword,0.3
Team Fortress 2,0.3
Brawlhalla,0.2
Bierzerkers,0.1
Battlerite,0.1

Games,Inventory,Friends,Wishlist
2,?,5,0
