GameName,Id:76561198252511948
Counter-Strike: Global Offensive,490
Left 4 Dead 2,51
PAYDAY 2,46
Dying Light,13.2
Garry's Mod,13.1
Dead Rising 3,7.8
Paladins,7.3
Unturned,6.3
Outlast,6.0
Defiance,3.5
Life is Strange¢â,3.5
60 Seconds!,3.3
Trove,3.1
Portal,3.1
Warframe,2.6
Castle Crashers,2.1
Golf With Your Friends,1.9
Robocraft,1.7
Tom Clancy's Rainbow Six Siege,1.7
Borderlands 2,1.5
For Honor,1.5
Rocket League,1.4
Portal 2,1.3
Among Us,1.2
PAYDAY: The Heist,1.0
Yet Another Zombie Defense,0.9
Destiny 2,0.8
Cry of Fear,0.5
Team Fortress 2,0.5
MechWarrior Online,0.4
Dead Island: Epidemic,0.2
Terraria,0.1

Recently Played

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
4,29,?,4,1,55,3
