GameName,Id:76561198265041570
Unturned,94
Terraria,85
Creativerse,80
Brawlhalla,78
Team Fortress 2,76
Paladins,59
Borderlands 2,49
Warframe,45
Don't Starve Together,41
JUMP FORCE,33
Heavy Metal Machines,30
MY HERO ONE'S JUSTICE,29
Rust,25
Shakes and Fidget,24
Bloons TD Battles,20
Dota 2,18.7
MY HERO ONE'S JUSTICE 2,18.6
TEKKEN 7,16.1
DRAGON BALL FighterZ,15.2
Robocraft,14.2
Realm Royale,13.0
Shadowverse,12.9
World of Tanks Blitz,12.4
War Thunder,12.2
Never Split the Party,12.0
Path of Exile,11.9
Mount & Blade: Warband,11.4
Transformice,10.9
Marvel Heroes Omega,10.0
Trove,9.1
Battlerite,9.0
Conqueror's Blade,8.7
STAR WARS¢â: The Old Republic¢â,8.6
TERA,8.1
Mitos.is: The Game,7.9
Driver Booster 5 for Steam,7.4
SMITE,7.4
GUILTY GEAR Xrd -REVELATOR-,7.2
VRChat,6.5
Fistful of Frags,6.5
No More Room in Hell,6.3
War Trigger 3,6.3
KurtzPel,6.1
Double Action: Boogaloo,6.1
Tabletop Simulator,5.8
SAS: Zombie Assault 4,5.8
Counter-Strike: Global Offensive,5.5
Vainglory,4.9
Ring of Elysium,4.8
Amorous,4.7
SpeedRunners,4.4
CRSED,4.4
One Troll Army,4.3
Injustice¢â 2,4.2
For Honor,3.9
SYNTHETIK: Arena,3.6
Total War Battles: KINGDOM,3.5
Castle Crashers,3.5
Darwin Project,3.4
Awesomenauts,3.3
Star Conflict,3.3
Strife,3.3
Dragons and Titans,3.2
Spiral Knights,3.2
The Elder Scrolls: Legends,3.1
Survived By,3.1
Sword Art Online: Hollow Realization Deluxe Edition,3.0
Immune,3.0
Realm of the Mad God Exalt,2.8
College Kings,2.7
DRAGON BALL XENOVERSE 2,2.7
Card Hunter,2.6
Muse Dash,2.6
DC Universe Online,2.5
Duelyst,2.4
Insurgency,2.3
Guns of Icarus Online,2.3
Relic Hunters Zero,2.2
Yu-Gi-Oh! Duel Links,2.1
BattleBlock Theater,2.1
Pirates  Vikings  & Knights II,2.1
BRAIN / OUT,1.8
Dead Maze,1.8
Ylands,1.7
Quantum League - Open Beta,1.6
Faeria,1.5
MINDNIGHT,1.5
Ryzom,1.5
Bless Online,1.5
Zero-K,1.5
Animation Throwdown: The Quest for Cards,1.3
Insidia,1.3
UberStrike,1.3
Tactical Intervention,1.3
Second Chance,1.3
Black Desert Online,1.2
Tunche: Arena,1.2
Hunger Dungeon,1.2
AdventureQuest 3D,1.2
Business Tour - Online Multiplayer Board Game,1.1
Skullgirls,1.0
Stormbound,1.0
BLOCKADE 3D,1.0
8BitMMO,1.0
ONRAID,0.9
HD Poker,0.9
Codename CURE,0.9
Totemori,0.9
Z1 Battle Royale,0.9
School of Dragons: How to Train Your Dragon,0.9
Deceit,0.9
DimensionsVS,0.9
Angeldust,0.8
BattleSouls,0.8
SoulWorker,0.8
Atlas Reactor,0.8
They Can't Stop All Of Us,0.8
WAKFU,0.7
Ultra Fight Da Kyanta 2,0.7
Vindictus,0.7
Deadlight,0.7
Super Crate Box,0.7
Hades,0.7
Jotun: Valhalla Edition,0.7
Doki Doki Literature Club,0.6
EVE Online,0.6
Battlerite Royale,0.6
BrainBread 2,0.6
MagiCats Builder,0.6
Eternal Hour: Golden Hour,0.6
Helltaker,0.6
Wild Warfare,0.6
Blade Symphony,0.6
Galactic Junk League,0.5
Orcs Must Die! Unchained,0.5
Istrolid,0.5
Blender,0.5
Shadow Warrior Classic (1997),0.5
Cannons Lasers Rockets,0.5
Everlasting Summer,0.4
AdVenture Capitalist,0.4
Golden Rush,0.4
Altitude,0.4
Gangs of Space,0.4
Toribash,0.4
Just Fishing,0.4
Worm.is: The Game,0.4
DISSIDIA FINAL FANTASY NT Free Edition,0.4
The Expendabros,0.3
The Pirate: Caribbean Hunt,0.3
World War II Online,0.3
PAYDAY 2,0.3
Fuse,0.3
Gear Up,0.3
Build a Game Universe,0.3
AION Free-to-Play,0.3
StarBreak,0.3
Unearned Bounty,0.3
Hyper Universe,0.3
Endless Battle,0.2
The Banner Saga: Factions,0.2
Broken Ground,0.2
Teeworlds,0.2
The Way of Life Free Edition,0.2
The Ultimatest Battle,0.2
CS2D,0.2
Moirai,0.2
BattleStick,0.2
Missing Translation,0.2
Racecar.io,0.2
Strike.is: The Game,0.2
Flora,0.2
Gunscape,0.2
RaceRoom Racing Experience ,0.2
CAYNE,0.2
Hide and Shriek,0.2
Trimmer Tycoon,0.2
Guild Quest,0.2
Soccer Manager,0.2
Tap Tap Legions - Epic battles within 5 seconds!,0.1
Mandagon,0.1
Destination Sol,0.1
RoShamBo Arena,0.1
Endless Sky,0.1
Eldevin,0.1
WKSP RUMBLE,0.1
CUPID - A free to play Visual Novel,0.1
Archeblade,0.1
Time of Dragons,0.1
Simutrans,0.1
Elisa: The Innkeeper - Prequel,0.1

Recently Played
Hades,0.7
WKSP RUMBLE,0.1
College Kings,2.7
Amorous,0.9
Muse Dash,1.9

Badges,Games,Inventory,Screenshots,Videos,Reviews,Groups,Friends,Wishlist
9,43,?,4,21,4,19,45,31
