GameName,Id:76561198265006640
Dota 2,2970
Counter-Strike: Global Offensive,36
Garry's Mod,20
Rules Of Survival,9.3
PAYDAY 2,5.4
PLAYERUNKNOWN'S BATTLEGROUNDS,3.6
Dota 2 Test,3.5
Crossout,3.4
Rake,0.6
World of Tanks Blitz,0.3
Hacker Evolution Duality,0.2
VRChat,0.1

Recently Played
Dota 2,28.0

Badges,Games,Inventory,Groups,Friends,Wishlist
3,8,?,1,40,0
