GameName,Id:76561198265114154
Destiny 2,1417
Grand Theft Auto V,717
ARK: Survival Evolved,388
Ironsight,189
Terraria,140
Skyforge,88
Warframe,50
Counter-Strike: Global Offensive,32
TERA,27
Rust,17.7
KurtzPel,11.8
SMITE,11.8
Islands of Nyne: Battle Royale,8.7
Paladins,8.2
Battlefield 4вт ,4.6
Wallpaper Engine,3.0
CRSED,0.9
Unturned,0.9
Spellbreak,0.4
Black Squad,0.3
Ring of Elysium,0.3
Team Fortress 2,0.3
Warface,0.2
Splitgate: Arena Warfare,0.2

Recently Played
Apex Legends,0.0
Ironsight,85.1
Wallpaper Engine,0.0
Grand Theft Auto V,6.1
Destiny 2,0.1
Paladins,0.0

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
4,11,?,1,2,1,6,0
