GameName,Id:76561198265038320
Dota 2,3916
Counter-Strike: Global Offensive,0.3

Recently Played
Dota 2,42.9

Badges,Inventory,Screenshots,Reviews,Friends,Wishlist
4,?,1,1,1,2
