GameName,Id:76561198252501882
Counter-Strike: Global Offensive,502
Dying Light,251
Don't Starve,53
Business Tour - Online Multiplayer Board Game,14.2
Don't Starve Together,11.6
For Honor,2.3
Bloons Monkey City,0.7

Recently Played
Counter-Strike: Global Offensive,3.1

Badges,Games,Inventory,Groups,Friends,Wishlist
4,7,?,3,37,2
