GameName,Id:76561198261943701
Monster Hunter: World,1281
SD GUNDAM G GENERATION CROSS RAYS,156
Black Squad,140
Counter-Strike: Global Offensive,29
Metro: Last Light Redux,14.7
Metro 2033 Redux,13.9
DJMAX RESPECT V,12.7
Helltaker,1.7
Warframe,0.5

Recently Played
Monster Hunter: World,34.4
Black Squad,12.0

Badges,Games,Inventory,Screenshots,Reviews,Friends,Wishlist
3,13,0,1,1,16,1
