GameName,Id:76561198264969530
Stardew Valley,220
Mabinogi,198
Phasmophobia,151
VRChat,101
The Elder Scrolls Online,68
The Forest,62
Left 4 Dead 2,53
TERA,48
Raft,42
Crush Crush,34
MapleStory 2,31
7 Days to Die,23
Fall Guys: Ultimate Knockout,16.2
Left 4 Dead,15.7
Subnautica,15.4
Portal 2,10.7
Human: Fall Flat,10.3
Phantasy Star Online 2,10.2
Call of Duty: Black Ops,8.4
Psychonauts,5.1
Moon Hunters,4.8
Mad Father,4.6
Starbound,3.0
Counter-Strike: Global Offensive,2.7
Tabletop Simulator,2.1
Dead Frontier 2,2.0
Viscera Cleanup Detail: Santa's Rampage,1.9
Viscera Cleanup Detail,1.3
Risk of Rain 2,1.2
Blush Blush,1.2
Wakaru ver. beta,1.2
Hand Simulator: Survival,0.8
Killing Floor,0.5
Call of Duty: Black Ops - Multiplayer,0.3
Lucent Heart,0.1

Recently Played
Phasmophobia,47.2
Viscera Cleanup Detail,1.3
7 Days to Die,4.5
Viscera Cleanup Detail: Santa's Rampage,1.9
Blush Blush,0.3
Crush Crush,0.8
Left 4 Dead,2.1
VRChat,7.0

Badges,Games,Inventory,Screenshots,Groups,Wishlist
16,43,?,1,37,117
