GameName,Id:76561198264970410
Counter-Strike: Global Offensive,758
Tom Clancy's Rainbow Six Siege,385
Arma 3,363
Grand Theft Auto V,351
Euro Truck Simulator 2,321
Warface,147
Farming Simulator 17,132
The Forest,97
Heroes & Generals,85
Call of Duty: WWII - Multiplayer,44
Raft,29
Scrap Mechanic,29
Among Us,26
OMSI 2,24
Hitman: Absolution,20
PLAYERUNKNOWN'S BATTLEGROUNDS,18.3
Tom Clancy's Rainbow Six Siege - Test Server,17.8
Line of Sight,14.4
Rust,13.2
World War 3,11.7
Last Man Standing,11.4
Bus Simulator 16,11.3
American Truck Simulator,11.2
Spintires¢ç,10.0
Fall Guys: Ultimate Knockout,8.7
Call of Duty: WWII,8.3
ShellShock Live,7.3
Planet Coaster,7.3
Rock of Ages,6.8
Train Station Renovation,6.8
Totally Accurate Battlegrounds,5.2
Hand Simulator,3.5
Getting Over It with Bennett Foddy,2.6
Counter-Strike: Source,2.5
Robocraft,1.5
World of Tanks Blitz,1.5
War Thunder,1.3
World of Guns: Gun Disassembly,1.1
Infestation: The New Z,1.1
KartKraft,1.1
HITMAN¢â 2,0.5
Team Fortress 2,0.4

Recently Played
Simson Tuningwerkstatt 3D,0.3
Among Us,9.6

Badges,Games,Inventory,Screenshots,Videos,Reviews,Artwork,Groups,Friends,Wishlist
20,35,?,144,1,1,5,2,74,14
