GameName,Id:76561198265042542
Dead by Daylight,1073
Counter-Strike: Global Offensive,249
Yu-Gi-Oh! Legacy of the Duelist,196
PLAYERUNKNOWN'S BATTLEGROUNDS,195
Grand Theft Auto V,101
Dota 2,69
Witch It,67
The Forest,67
ShellShock Live,39
Z1 Battle Royale,37
Among Us,37
Age of Mythology: Extended Edition,29
Pummel Party,28
Depth,23
Stick Fight: The Game,18.6
Garry's Mod,16.2
Call of Duty: Black Ops III,15.8
Monopoly Plus,12.6
Battlerite,12.0
UNO,11.5
Sid Meier's Civilization VI,11.5
Rocket League,7.0
Ultimate Chicken Horse,6.6
Yu-Gi-Oh! Duel Links,5.3
Plague Inc: Evolved,3.9
Just Dance 2017,3.8
Blackwake,3.7
Friday the 13th: The Game,2.5
Call of Duty: WWII - Multiplayer,1.3
Call of Duty: WWII,1.0
Cuphead,1.0
The Lord of the Rings: War in the North,1.0
THE GAME OF LIFE ,0.8
Company of Heroes 2,0.7
Cockroach Simulator,0.7
Outlast 2,0.7
Team Fortress 2,0.6
LEGO¢ç Harry Potter: Years 1-4,0.5
ARK: Survival Evolved,0.2
Tabletop Simulator,0.2
Trove,0.2
Shakes and Fidget,0.1

Recently Played
Dead by Daylight,4.5
Among Us,3.8
Witch It,0.3
Pummel Party,1.2
Rocket League,0.3

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
3,47,?,1,1,1,66,2
