GameName,Id:76561198252521210
Tom Clancy's Rainbow Six Siege,463
Counter-Strike: Global Offensive,265
Prison Architect,126
Rust,71
My Summer Car,61
Tabletop Simulator,54
Grand Theft Auto V,49
Farming Simulator 17,48
Euro Truck Simulator 2,14.8
CS2D,13.5
Governor of Poker 3,8.6
Business Tour - Online Multiplayer Board Game,7.0
PAYDAY 2,5.3
pla_toon,4.4
Fistful of Frags,4.4
theHunter Classic,3.8
Drunken Wrestlers 2,3.6
Team Fortress 2,3.1
Garry's Mod,2.8
RISK: Global Domination,2.1
Portal 2,2.0
Tom Clancy's Rainbow Six Siege - Test Server,1.7
Paladins,1.7
Of Guards And Thieves,1.2
911 Operator,1.0
Slapshot,0.9
The Escapists 2,0.8
Totally Reliable Delivery Service Beta,0.7
SCP: Secret Laboratory,0.7
Ring of Elysium,0.4
Not For Broadcast: Prologue,0.4
War Thunder,0.4
Outpost,0.1

Recently Played
Tom Clancy's Rainbow Six Siege,13.5

Badges,Games,Inventory,Reviews,Groups,Friends,Wishlist
6,23,?,1,2,29,0
