GameName,Id:76561198265009536
Dota 2,404
Counter-Strike: Global Offensive,245
War Thunder,58
Everlasting Summer,52
Borderlands 2 RU,35
Unturned,33
PAYDAY 2,19.2
Team Fortress 2,17.2
Doki Doki Literature Club,8.9
Saints Row: The Third,5.9
Batla,3.1
No More Room in Hell,1.2
Amnesia: A Machine for Pigs,1.0
Chivalry: Medieval Warfare,0.8
VRChat,0.6
Paladins,0.5
Heroes & Generals,0.4
PRO EVOLUTION SOCCER 2017 TRIAL EDITION,0.3
Heavy Metal Machines,0.3
Sven Co-op,0.2
World of Tanks Blitz,0.2
Black Squad,0.2

Recently Played
Everlasting Summer,30.5

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
3,8,?,22,4,37,3
