GameName,Id:76561198265009520
Counter-Strike: Global Offensive,213
The Forest,68
PAYDAY 2,58
Terraria,44
Battlerite,36
Grand Theft Auto IV: The Complete Edition,36
Warframe,25
Paladins,23
Green Hell,18.6
Rocket League,18.3
Brawlhalla,18.1
Steep,14.1
Call of Duty: Black Ops II - Zombies,12.1
Unturned,12.0
Business Tour - Online Multiplayer Board Game,6.6
Stronghold Crusader 2,6.2
Unepic,6.2
Tomb Raider,6.1
Life is Strange¢â,6.0
DiRT 4,4.7
Fuse,4.4
Brick-Force,4.0
Robocraft,4.0
F1 2014,3.9
Mad Max,3.5
Forts,3.4
Dota 2,3.2
SOMA,2.8
Human: Fall Flat,2.8
Dead Rising 3,2.5
The Walking Dead,2.5
Just Cause 3,2.2
Dungeonland,1.9
Broforce,1.8
Battlerite Royale,1.6
LEGO¢ç Batman¢â 3: Beyond Gotham,1.5
Batman¢â: Arkham Origins,1.5
The Evil Within,1.4
LEGO¢ç STAR WARS¢â: The Force Awakens,1.4
The Elder Scrolls V: Skyrim,1.4
SUPERHOT,1.3
Evoland 2,1.2
Rust,1.1
Path of Exile,1.1
Crawl,1.0
LEGO¢ç MARVEL's Avengers,1.0
TERA,0.9
F1 2015,0.8
Dead Rising,0.6
SpeedRunners,0.5
Garry's Mod,0.4
Zeno Clash 2,0.4
Renegade Ops,0.4
Worm.is: The Game,0.3
Street Fighter X Tekken,0.3
Swordsman,0.3
Sonic Adventure¢â 2 ,0.3
GUILTY GEAR XX ACCENT CORE PLUS R,0.2
The Pirate: Plague of the Dead,0.2
Sonic Generations,0.2
Screencheat,0.2
Sorcerer King: Rivals,0.2
Offworld Trading Company,0.1
Call of Duty: Black Ops II - Multiplayer,0.1

Recently Played
Rocket League,0.9

Badges,Games,Inventory,Friends,Wishlist
3,83,?,27,0
