GameName,Id:76561198252320536
Dota 2,1877
Counter-Strike: Global Offensive,453
Terraria,436
Tom Clancy's Rainbow Six Siege,411
Grand Theft Auto V,339
PAYDAY 2,274
Rocket League,154
Just Cause 3,148
Mortal Kombat 11,130
Warframe,98
Mortal Kombat X,70
Chimpology,57
Batman¢â: Arkham Knight,55
Don't Starve Together,49
Wallpaper Engine,48
Left 4 Dead 2,47
Quake Champions,43
DARK SOULS¢â III,39
Paladins,14.8
Worms Armageddon,11.2
Magicka 2,10.3
SMITE,7.1
Warface,6.6
Tom Clancy's Rainbow Six Siege - Test Server,4.2
Borderlands 2,3.9
Team Fortress 2,3.6
Crossout,3.1
DOOM,2.5
Company of Heroes 2,2.3
Awesomenauts,2.2
Destiny 2,2.0
Dota Underlords,1.5
Among Us,1.2
Path of Exile,1.0
Magicka: Wizard Wars,0.7
Sexual Void,0.7
America's Army 3,0.1

Recently Played
DARK SOULS¢â III,39.4
Counter-Strike: Global Offensive,5.7
Dota 2,0.9
Magicka 2,10.3
Terraria,0.0

Badges,Games,Inventory,Screenshots,Reviews,Guides,Artwork,Friends,Wishlist
6,37,?,13,7,1,1,22,6
