GameName,Id:76561198252313032
Treasure Hunter Claire,7.9
ACE COMBAT¢â 7: SKIES UNKNOWN,5.5
Mitsurugi Kamui Hikae,2.4
Wet Girl,0.2

Badges,Games,Inventory,Friends,Wishlist
2,5,?,2,0
