GameName,Id:76561198252416010
Team Fortress 2,362
Garry's Mod,255
Saints Row IV,126
Source Filmmaker,88
Half-Life 2,64
Sven Co-op,56
Divinity II: Developer's Cut,42
Black Mesa,38
Half-Life 2: Deathmatch,29
Portal 2,22
Half-Life 2: Episode Two,19.8
Synergy,15.2
Mass Effect,14.8
Half-Life 2: Episode One,12.3
Lambda Wars Beta,11.7
Saints Row: The Third,11.0
Brawlhalla,10.7
Beat Hazard,10.3
Sins of a Solar Empire: Rebellion,8.7
Unturned,6.8
Blade Symphony,6.6
Castle Crashers,3.5
Portal,3.5
Trine 2,3.2
Alien Swarm,2.8
Crusader Kings II,2.6
Transmissions: Element 120,2.0
Company of Heroes 2,1.6
The Elder Scrolls: Legends,1.3
Half-Life,0.7
Half-Life 2: Lost Coast,0.7
Neighbours from Hell,0.6
DISTRAINT: Deluxe Edition,0.6
Insurgency,0.6

Badges,Games,Inventory,Screenshots,WorkshopWorkshop ItemsItems,Reviews,Artwork,Groups,Friends,Wishlist
23,53,?,123,1,5,9,4,5,11
