GameName,Id:76561198252409732
Counter-Strike: Global Offensive,541
The Witcher 3: Wild Hunt,131
Grand Theft Auto V,119
Dota 2,44
PLAYERUNKNOWN'S BATTLEGROUNDS,34
The Elder Scrolls V: Skyrim,30
Euro Truck Simulator 2,27
Football Manager 2018,16.2
The Forest,10.0
Watch_Dogs 2,7.3
Tom Clancy's Rainbow Six Siege,6.8
Mount & Blade: Warband,5.9
Chivalry: Medieval Warfare,4.9
Left 4 Dead 2,3.2
Battlerite,2.5
Paladins,1.6
Team Fortress 2,0.9
PAYDAY 2,0.7
Brawlhalla,0.7
Europa Universalis IV,0.6
Garry's Mod,0.5
Metin2,0.4

Recently Played

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
4,23,?,2,9,49,0
