GameName,Id:76561198264957188
Counter-Strike: Global Offensive,1911
Dota 2,1514
Dota Underlords,93
Panzar,7.4
World of Tanks Blitz,1.5
Team Fortress 2,0.9

Recently Played
Counter-Strike: Global Offensive,3.8

Badges,Games,Inventory,Reviews,Friends,Wishlist
4,1,?,1,148,0
