GameName,Id:76561198265031933
Dota 2,118
Torchlight II,57
Overcooked,55
Overcooked! 2,45
BattleBlock Theater,28
Brothers - A Tale of Two Sons,27
Counter-Strike: Global Offensive,26
Portal Knights,19.7
Wallpaper Engine,15.4
Human: Fall Flat,13.0
Grand Theft Auto V,12.0
Don't Starve Together,10.4
Sid Meier's Civilization V,7.4
AdVenture Capitalist,6.0
Outlast 2,5.6
The Witcher 3: Wild Hunt,4.9
Left 4 Dead 2,2.9
Tomb Raider,2.8
The Few,2.1
Borderlands 2,1.9
Team Fortress 2,1.4
Garry's Mod,1.1
Portal 2,0.8
GOAT OF DUTY,0.7
Stardew Valley,0.6
Unturned,0.4
Creativerse,0.2
Iron Snout,0.2
Schein,0.2
Life is Strange¢â,0.1
Flat Earths!,0.1
Don't Starve,0.1

Recently Played

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
10,72,?,1,2,1,19,0
