GameName,Id:76561198264979030
Counter-Strike: Global Offensive,456
Piercing Blow,44
Counter-Strike Nexon: Studio,11.2
S.K.I.L.L. - Special Force 2,1.7
Unturned,1.5
Metal War Online: Retribution,1.3
America's Army: Proving Grounds,1.1
Heroes & Generals,0.6
Stay Out,0.3
DiRT Rally,0.3
MechWarrior Online,0.3

Recently Played
Counter-Strike: Global Offensive,1.6

Badges,Games,Inventory,Artwork,Groups,Friends,Wishlist
4,2,?,2,20,71,1
