GameName,Id:76561198265085918
Counter-Strike: Global Offensive,1150
Rocket League,1103
Rust,254
Tom Clancy's Rainbow Six Siege,111
Garry's Mod,70
Team Fortress 2,46
Apex Legends,13.7
S.K.I.L.L. - Special Force 2,11.8
Among Us,10.0
Call of Duty: Black Ops II - Multiplayer,9.1
The Forest,8.7
PAYDAY 2,7.7
Heroes & Generals,6.2
Piercing Blow,4.7
UNO,3.0
Portal 2,2.3
Tom Clancy's Rainbow Six Siege - Test Server,2.2
Left 4 Dead 2,1.5
Mitos.is: The Game,1.4
Rubber Bandits: Christmas Prologue,1.2
Z1 Battle Royale,1.2
Call of Duty: Black Ops II - Zombies,0.9
Hand Simulator: Survival,0.4
Business Tour - Online Multiplayer Board Game,0.2
Call of Duty: Black Ops II,0.1

Recently Played
Rocket League,20.9
Rubber Bandits: Christmas Prologue,0.2
Counter-Strike: Global Offensive,0.2
Rust,51.9
Apex Legends,1.2

Badges,Games,Inventory,Screenshots,Videos,Reviews,Groups,Friends,Wishlist
10,19,?,1,1,1,33,263,3
