GameName,Id:76561198264986620
Counter-Strike: Global Offensive,3270
Red Dead Redemption 2,52
Dota 2,36
Street Fighter V,5.5
NBA 2K20,2.5
Team Fortress 2,0.4

Recently Played
Counter-Strike: Global Offensive,29.9
Street Fighter V,3.7

Badges,Games,Inventory,Groups,Friends,Wishlist
4,4,?,5,112,0
