GameName,Id:76561198252513602
Counter-Strike: Global Offensive,604
Ring of Elysium,15.2
Yu-Gi-Oh! Duel Links,9.2
Last Man Standing,7.5
PC Building Simulator,7.0
Call of Duty: Modern Warfare 2 - Multiplayer,3.1
Realm Royale,1.2
EVE Online,0.8
Totally Accurate Battlegrounds,0.7
Warframe,0.3
World of Guns: Gun Disassembly,0.2
Sakura Clicker,0.2

Badges,Games,Inventory,Friends,Wishlist
5,15,?,34,4
