GameName,Id:76561198252513650
METAL GEAR SOLID V: THE PHANTOM PAIN,131
Persona 4 Golden,95
Borderlands 2,82
DRAGON QUEST¢ç XI: Echoes of an Elusive Age¢â,77
BeamNG.drive,73
The Elder Scrolls V: Skyrim Special Edition,55
Grand Theft Auto V,54
Team Fortress 2,36
Sword Art Online: Fatal Bullet,32
Portal 2,31
NieR:Automata¢â,30
Sonic Generations,22
Portal,13.7
Wallpaper Engine,13.4
DiRT 3 Complete Edition,12.9
War Thunder,8.3
Yakuza 0,8.2
Atelier Ryza: Ever Darkness & the Secret Hideout,8.2
METAL GEAR SOLID V: GROUND ZEROES,7.4
NEKOPARA Vol. 1,5.8
L.A. Noire,5.3
GRID 2,4.5
Half-Life,4.5
Okami HD,4.2
DiRT Showdown,4.1
Dirty Bomb,3.8
World of Guns: Gun Disassembly,3.7
Burnout Paradise: The Ultimate Box,3.2
Half-Life 2: Deathmatch,2.7
Sekiro¢â: Shadows Die Twice,2.5
Doki Doki Literature Club,1.7
Just Cause,1.6
Turbo Dismount,1.6
METAL GEAR RISING: REVENGEANCE,1.5
TrackMania Nations Forever,1.4
Thinking with Time Machine,1.4
Team Fortress Classic,1.4
Just Cause 2,1.4
Anarchy Arcade,1.2
Half-Life Deathmatch: Source,1.1
Aperture Tag: The Paint Gun Testing Initiative,0.9
Portal Stories: Mel,0.8
Just Cause 3,0.7
Fistful of Frags,0.6
Riff Racer,0.4
Sonic Mania,0.4
Half-Life 2,0.4
Crash Wheels,0.3
Ultimate Custom Night,0.2
A.I.M. Racing,0.2

Recently Played
Wallpaper Engine,0.2
Persona 4 Golden,35.5

Badges,Games,Inventory,Reviews,Groups,Friends,Wishlist
6,78,?,7,2,8,16
