GameName,Id:76561198264966798
Left 4 Dead 2,22
Z1 Battle Royale,16.3
Borderlands 2,14.7
Human: Fall Flat,13.6
Don't Starve Together,8.2
Stardew Valley,7.2
The Forest,3.5
Life is Strange 2,1.1
Planet Coaster,1.1
Life is Strange: Before the Storm,0.5
100% Orange Juice,0.3
H1Z1: Test Server,0.2

Badges,Games,Inventory,Screenshots,Friends,Wishlist
3,23,?,3,18,6
