GameName,Id:76561198252571648
PLAYERUNKNOWN'S BATTLEGROUNDS,644
Dota 2,233
Z1 Battle Royale,135
Wallpaper Engine,14.6
Fall Guys: Ultimate Knockout,7.1
Don't Starve Together,6.9
Human: Fall Flat,6.4
Getting Over It with Bennett Foddy,4.0
Aim Hero,3.4
Counter-Strike: Global Offensive,0.6
For The King,0.1

Recently Played
Counter-Strike: Global Offensive,0.2

Badges,Games,Inventory,Friends,Wishlist
2,13,?,23,0
