GameName,Id:76561198265076252
Counter-Strike: Global Offensive,526
Dota 2,444
Rust,363
Euro Truck Simulator 2,86
Trove,71
PAYDAY 2,59
Farming Simulator 15,42
City Car Driving,28
Russian Fishing 4,14.7
Garry's Mod,14.3
Torchlight II,14.1
Unturned,9.0
Cities: Skylines,7.7
Robocraft,5.0
Fallout Shelter,4.1
Depth,4.0
Crossout,3.7
S.K.I.L.L. - Special Force 2,3.1
Car Mechanic Simulator 2018,2.8
Path of Exile,2.0
Hand Simulator,2.0
Fishing Planet,1.9
WARMODE,1.7
Heroes & Generals,0.8
Team Fortress 2,0.3

Badges,Games,Inventory,Screenshots,Reviews,Artwork,Groups,Friends,Wishlist
9,29,?,23,1,2,4,65,6
