GameName,Id:76561198265018757
Euro Truck Simulator 2,299
Grand Theft Auto V,230
Counter-Strike: Global Offensive,111
Fishing Planet,63
Farming Simulator 17,21
Rust,13.3
Cities: Skylines,12.5
Spintires¢ç,9.3
L.A. Noire,9.3
BeamNG.drive,7.9
eFootball PES 2020,7.2
Planet Zoo,6.8
PC Building Simulator,6.4
Metin2,4.6
Super Inefficient Golf,4.6
World of Warships,4.3
PLAYERUNKNOWN'S BATTLEGROUNDS,4.3
PRO EVOLUTION SOCCER 2018,4.3
Fall Guys: Ultimate Knockout,3.7
Car Mechanic Simulator 2015,3.2
Rocket League,2.5
Grand Theft Auto IV: The Complete Edition,2.0
RACE 07,1.4
Autobahn Police Simulator,0.8
Sleeping Dogs: Definitive Edition,0.6
Construction-Simulator 2015,0.5
Cars,0.2
Business Tour - Online Multiplayer Board Game,0.1

Recently Played
BeamNG.drive,7.4
Rocket League,0.6
Source SDK Base 2007,0.3

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
6,53,?,1,9,3,121,3
