GameName,Id:76561198265045929
Saints Row IV,35
Shadow Warrior,17.5
7 Days to Die,17.0
Warframe,11.7
Overgrowth,11.2
Gang Beasts,10.2
Ghostrunner,5.6
Totally Accurate Battlegrounds,4.1
Stick Fight: The Game,3.6
Watch_Dogs 2,2.2
Grand Theft Auto IV: The Complete Edition,1.6
Destiny 2,1.5
Conan Exiles,1.3
Brawlhalla,1.3
Neverwinter,1.3
Dead Island Definitive Edition,1.1
Warhammer: Vermintide 2,1.0
Sleeping Dogs: Definitive Edition,1.0
Just Cause 3,0.8
Chivalry: Medieval Warfare,0.8
TERA,0.8
For Honor,0.8
Grand Theft Auto V,0.7
GreedFall,0.7
MORDHAU,0.7
Shank,0.7
Totally Accurate Battle Simulator,0.6
SoulWorker,0.6
KurtzPel,0.5
Bright Memory,0.5
SuperSmash,0.4
Absolver,0.4
DRAGON BALL XENOVERSE,0.3
Darksiders Warmastered Edition,0.2
Double Dragon Neon,0.2
Lords Of The Fallen,0.2
CreativeDestruction,0.1
Team Fortress 2,0.1
Zombie Army Trilogy,0.1

Recently Played
Conan Exiles,1.3
Warframe,10.1
Just Cause 3,0.8
KurtzPel,0.5
GreedFall,0.7
Absolver,0.4
Warhammer: Vermintide 2,1.0
Closers,0.1
MORDHAU,0.7
Darksiders Warmastered Edition,0.2
Chivalry: Medieval Warfare,0.8
SoulWorker,0.6
Lords Of The Fallen,0.2
Shadow Warrior,8.0
Neverwinter,1.3
TERA,0.8
Saints Row IV,7.3
Team Fortress 2,0.1

Badges,Games,Inventory,Friends,Wishlist
2,53,?,1,14
