GameName,Id:76561198264990466
Counter-Strike: Global Offensive,944
Age of Empires II (2013),83
Paladins,6.4
Fall Guys: Ultimate Knockout,6.3
Rules Of Survival,1.7

Recently Played
Counter-Strike: Global Offensive,20.0

Badges,Games,Inventory,Reviews,Groups,Friends,Wishlist
5,4,?,1,2,33,1
