GameName,Id:76561198264984379
Grand Theft Auto V,876
Counter-Strike: Global Offensive,667
Euro Truck Simulator 2,47
Dota 2,40
CarX Drift Racing Online,23
Rust,17.9
GRID 2,4.5
Serious Sam 2,2.8
Unturned,2.6
Dead by Daylight,2.4
War Thunder,2.2
Z1 Battle Royale,2.1
Garry's Mod,2.0
Wallpaper Engine,1.8
Evolve Stage 2,1.7
Brawlhalla,1.6
Defend Your Life,1.2
SimpleRockets,1.0
Hand Simulator,0.8
Colin McRae Rally,0.4
Abrix the robot,0.2
Who's Your Daddy,0.2
Deranged Rabbits,0.1
Hammerfight,0.1

Recently Played
Counter-Strike: Global Offensive,5.1
Soundpad Demo,2.4
Dota 2,1.2

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
6,25,?,4,11,119,5
