GameName,Id:76561198265084893
Dota 2,979
Team Fortress 2,190
Counter-Strike: Global Offensive,23
Alien Swarm: Reactive Drop,12.8
Codename CURE,9.5
Tom Clancy's Ghost Recon Phantoms - EU,7.1
Driver Booster 5 for Steam,3.3
Tomb Raider,3.1
Heroes & Generals,2.2
Block N Load,1.8
Panzar,1.6
AdVenture Capitalist,1.5
Unturned,1.3
The Incredible Adventures of Van Helsing,1.1
Warframe,0.9
Evolve Stage 2,0.8
Counter-Strike Nexon: Studio,0.5
Sven Co-op,0.5
Argo,0.4
World of Tanks Blitz,0.4
Agent Origins: Escape,0.4
Nosgoth,0.3
SCP: Secret Laboratory,0.3
Paladins,0.2
Dota Underlords,0.2

Recently Played
Dota 2,7.1

Badges,Games,Inventory,Groups,Friends,Wishlist
2,7,?,3,15,1
