GameName,Id:76561198265082294
SCP: Secret Laboratory,479
Stellaris,100
FTL: Faster Than Light,50
KARDS - The WWII Card Game,47
Elite Dangerous,32
Trove,24
Airport Simulator 2015,19.2
Beholder,12.9
Life is Strange¢â,12.9
EVE Online,11.5
Beholder 2,10.7
WAKFU,8.5
Undertale,8.2
Bloons TD 6,7.5
I Have No Mouth  and I Must Scream,7.5
Shadow Tactics: Blades of the Shogun,6.7
Papers  Please,5.5
All Walls Must Fall,5.1
The Stanley Parable,5.0
Deceit,3.6
Terraria,3.4
5D Chess With Multiverse Time Travel,2.9
RISK: Global Domination,2.1
Tactical Control,1.8
Black Desert Online,1.5
Yu-Gi-Oh! Duel Links,1.5
Gravitas,1.1
tModLoader,1.1
Heroes & Generals,0.8
War Selection,0.7
Star Trek Timelines,0.5
Marching Simulator,0.5
Portal,0.4
Princess Remedy In A Heap of Trouble,0.4
Aegis Defenders,0.4
Not For Broadcast: Prologue,0.4
Dreadnought,0.3
GOAT OF DUTY,0.2
Kill It With Fire: IGNITION,0.2

Recently Played

Badges,Games,Inventory,Groups,Friends,Wishlist
7,44,?,1,49,4
