GameName,Id:76561198265084375
Counter-Strike: Global Offensive,533
PAYDAY 2,27
Euro Truck Simulator 2,21
Left 4 Dead 2,19.6
Insurgency,18.4
Knight Online,17.0
Half-Life 2,6.5
Half-Life,6.4
Outlast,3.7
Raft,3.0
Resident Evil 5,1.3
Sniper Ghost Warrior 2,0.8
Tomb Raider,0.6
The Witcher: Enhanced Edition,0.6
Warframe,0.5

Recently Played

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
5,26,?,1,5,27,0
