GameName,Id:76561198265083350
Counter-Strike: Global Offensive,2419
Team Fortress 2,341
Grand Theft Auto V,219
Unturned,57
Paladins,53
Arma 3,47
PLAYERUNKNOWN'S BATTLEGROUNDS,27
Among Us,23
Saints Row: The Third,23
Half-Life 2,19.7
S.K.I.L.L. - Special Force 2,18.9
Warface,13.9
Half-Life 2: Update,12.8
Grand Theft Auto: San Andreas,10.8
Z1 Battle Royale,9.6
Business Tour - Online Multiplayer Board Game,8.4
PAYDAY 2,6.5
Destiny 2,5.8
The Witcher 2: Assassins of Kings Enhanced Edition,5.7
Portal,5.3
Half-Life 2: Episode Two,5.0
Outlast,5.0
GRID 2,4.1
Infestation: The New Z,4.1
For Honor,3.7
SCP: Secret Laboratory,3.4
Half-Life 2: Episode One,3.4
Zula Europe,2.5
Robocraft,2.5
Golf It!,1.9
Battlefield: Bad Company¢â 2,1.9
Half-Life 2: Deathmatch,1.8
The Awesome Adventures of Captain Spirit,1.5
Ring of Elysium,1.4
Easy eSports,0.8
APB Reloaded,0.8
BLOCKADE 3D,0.8
CRSED,0.6
Verdun,0.6
Metro 2033,0.6
Half-Life 2: Lost Coast,0.4
Apex Legends,0.4
Alien Swarm: Reactive Drop,0.3
Last Man Standing,0.3
Anomaly Zone,0.3
Half-Life Deathmatch: Source,0.3
Radical Heights,0.3
DiRT Rally,0.2
POSTAL 2,0.1
Drift GEAR Racing Free,0.1

Recently Played
Team Fortress 2,2.2
Grand Theft Auto V,20.0
Counter-Strike: Global Offensive,23.8
Garry's Mod,3.5
Apex Legends,0.4
Among Us,0.3

Badges,Games,Inventory,Screenshots,Groups,Friends,Wishlist
7,36,?,49,7,80,2
