GameName,Id:76561198265094091
Dota 2,1061
PLAYERUNKNOWN'S BATTLEGROUNDS,947
Total War: THREE KINGDOMS,43
Z1 Battle Royale,23

Badges,Games,Inventory,Friends,Wishlist
2,6,?,46,0
