GameName,Id:76561198265093691
Elite Dangerous,353
Grand Theft Auto V,345
Borderlands 2,340
The Elder Scrolls V: Skyrim Special Edition,258
Tom Clancy's Rainbow Six Siege,212
The Witcher 3: Wild Hunt,185
DARK SOULS¢â III,156
METAL GEAR SOLID V: THE PHANTOM PAIN,153
Destiny 2,146
Divinity: Original Sin 2,130
PLAYERUNKNOWN'S BATTLEGROUNDS,128
Counter-Strike: Global Offensive,91
PAYDAY 2,86
Nioh: Complete Edition,85
Warframe,75
Blender,73
Stardew Valley,72
Darkest Dungeon¢ç,67
Monster Hunter: World,65
Factorio,64
No Man's Sky,63
Europa Universalis IV,62
Borderlands: The Pre-Sequel,55
Dishonored 2,50
Portal 2,45
DARK SOULS¢â: REMASTERED,44
Prey,43
Middle-earth¢â: Shadow of War¢â,42
NieR:Automata¢â,42
Deus Ex: Mankind Divided¢â,40
Insurgency: Sandstorm,40
Team Fortress 2,38
Insurgency,37
Cities: Skylines,36
Unturned,35
Paladins,30
Middle-earth¢â: Shadow of Mordor¢â,29
Just Cause 3,29
HITMAN¢â,28
Path of Exile,27
Garry's Mod,24
Alien: Isolation,21
Dishonored,21
Robocraft,20
Hollow Knight,20
Grand Theft Auto: San Andreas,19.9
Crypt of the NecroDancer,19.4
Infestation: The New Z,19.2
Heroes & Generals,18.4
Dirty Bomb,17.3
Half-Life 2,16.3
Hitman: Absolution,16.0
Besiege,15.2
Gigantic,14.7
Mafia II (Classic),14.2
War Thunder,13.3
Evolve Stage 2,12.5
The Uncertain: Last Quiet Day,12.3
The Talos Principle,12.2
For Honor,12.2
EVE Online,12.0
BioShock Infinite,11.9
Warface,11.8
HAWKEN,10.5
Ghost in the Shell: Stand Alone Complex - First Assault Online,10.4
The Bureau: XCOM Declassified,10.0
Argo,9.9
Satellite Reign,9.8
Moto Racer  4,9.2
Shadow Blade: Reload,9.2
AdVenture Capitalist,8.5
BioShock 2 Remastered,8.5
PlanetSide 2,8.2
DiRT 3 Complete Edition,8.2
Saints Row 2,8.1
Tomb Raider,8.1
Red Risk,7.9
Warhammer 40 000: Space Marine,7.5
Particula,7.5
Platypus,7.4
The Walking Dead,7.3
Faerie Solitaire,7.2
Papers  Please,7.2
Evolvation,7.1
F1 2015,6.9
Atlas Reactor,6.7
The Tiny Bang Story,6.5
Fractured Space,6.4
METAL GEAR SOLID V: GROUND ZEROES,6.4
Portal,6.4
Chivalry: Medieval Warfare,6.3
Shadowrun Returns,6.2
GRID 2,6.0
DCR: Drive.Crash.Repeat,6.0
Loot Hero DX,6.0
Left 4 Dead 2,5.9
Dead Bits,5.8
Company of Heroes 2,5.7
Sins of a Solar Empire: Rebellion,5.7
BioShock Remastered,5.3
Eador. Masters of the Broken World,5.2
Hyperdrive Massacre,5.2
Clicker Heroes,5.1
Wild Terra Online,5.1
Battlerite,5.0
Invasion: Brain Craving,4.8
Company of Heroes ,4.8
Whispering Willows,4.7
KHOLAT,4.6
iBomber Defense Pacific,4.6
Half-Life: Source,4.4
Let's Draw,4.2
Hotline Miami,4.2
Counter-Strike: Condition Zero,4.2
Minion Masters,4.2
The Elder Scrolls: Legends,4.2
Guns of Icarus Online,4.1
The Stanley Parable,4.1
Endless Space¢ç - Definitive Edition,4.0
Spellbreak,3.9
Hacknet,3.9
Super Meat Boy,3.8
The Red Solstice,3.8
Rising Storm/Red Orchestra 2 Multiplayer,3.7
Day of Defeat: Source,3.7
Dungeon Siege III,3.7
ClickRaid,3.5
Nightmares from the Deep 3: Davy Jones,3.4
Shadow Warrior,3.4
Hotline Miami 2: Wrong Number,3.4
Age of Wonders III,3.3
Fortified,3.3
Stories: The Path of Destinies,3.2
12 is Better Than 6,3.2
Half-Life,3.1
Crusader Kings II,3.0
Monsti,3.0
Jotun: Valhalla Edition,3.0
Psychonauts,2.9
Blacklight: Retribution,2.9
Orwell,2.9
A Detective's Novel,2.9
A Story About My Uncle,2.9
Bit Blaster XL,2.6
Alien Swarm: Reactive Drop,2.6
Killing Floor,2.5
Deponia: The Complete Journey,2.5
Racer 8,2.4
Cruel Arena,2.4
Unforgiving Trials: The Space Crusade,2.4
Outland,2.4
Dungeons 2,2.4
Three Heroes,2.3
Universe Sandbox,2.3
Endorlight,2.3
Braveland,2.3
Deus Ex: Game of the Year Edition,2.2
Oddworld: Abe's Oddysee,2.2
Creativerse,2.1
Back to Bed,2.1
Cube Destroyer,2.0
AI War: Fleet Command,2.0
Fallout Shelter,2.0
Millennium - A New Hope,1.9
We Are The Dwarves,1.9
Half-Life 2: Episode One,1.9
Clickdraw Clicker,1.8
Quake Champions,1.8
Space Beret,1.7
Warfare Online,1.7
ShipLord,1.6
Duelyst,1.6
The Flame in the Flood,1.6
Agent Awesome,1.4
DiRT Rally,1.4
Sanctum 2,1.4
Energy Balance,1.3
Outlast,1.3
Homefront,1.3
Guacamelee! Super Turbo Championship Edition,1.2
KnightShift,1.2
Airscape: The Fall of Gravity,1.2
Survive in Space,1.2
LEGO¢ç The Lord of the Rings¢â,1.0
Metal Gear Solid Legacy,0.9
Grand Theft Auto: Vice City,0.9
Ubinota,0.8
Spec Ops: The Line,0.8
Yu-Gi-Oh! Duel Links,0.7
Fallout,0.5
Dota 2,0.5
Lightrise,0.5
Hunger Dungeon,0.4
Killer is Dead,0.3
Moonbase Alpha,0.3
SWARMRIDERS,0.3
Sonic CD,0.3
LuckCatchers,0.3
Life Forge - Reborn ORPG,0.3
Team Fortress Classic,0.3
Layers of Fear,0.2
Hanako: Honor & Blade Early Access,0.2
Bloody Walls,0.2
SEGA Mega Drive & Genesis Classics,0.2
Super Crate Box,0.2
GameMaker Studio 2 Desktop,0.2
Prey: Typhon Hunter,0.2
Counter-Strike,0.1
Brawlhalla,0.1
Gravity Wars,0.1

Recently Played
NieR:Automata¢â,28.6
Tom Clancy's Rainbow Six Siege,23.7
Stardew Valley,3.4

Badges,Games,Inventory,WorkshopWorkshop ItemsItems,Reviews,Artwork,Groups,Friends,Wishlist
56,287,?,5,4,28,5,22,27
