GameName,Id:76561198252565652
Counter-Strike: Global Offensive,681
Dota 2,294
Unturned,83
Ravenfield,48
Cities: Skylines,35
Terraria,18.1
Just Cause 2: Multiplayer Mod,16.3
War Thunder,10.9
BRAIN / OUT,10.5
PAYDAY 2,9.5
Spore,6.2
Fistful of Frags,6.0
Saints Row IV,2.4
BLOCKADE 3D,2.0
Insurgency,0.8
Soccer Manager 2016,0.6
Counter-Strike,0.3
Soccer Manager 2020,0.3
Just Cause 2,0.3
Survarium,0.2
Counter-Strike: Condition Zero,0.2
World of Soccer ,0.1

Recently Played
RimWorld,3.1
Ravenfield,0.4

Badges,Games,Inventory,Screenshots,Reviews,Groups,Friends,Wishlist
4,18,?,15,2,9,67,8
